IUPAC (LiGA),total,IUPAC (CFG),Average RFU,StDev
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp,1.929961089,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,44.33552499999999,20.95246564414719
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp,4.288737717,,,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp,1.9166666669999999,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,-1.6806499999999982,7.079452760630584
,,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,1.5606749999999998,6.8287345315585375
Neu5Ac(a2-6)GalNAc(a1-Thr,8.709677419,,,
Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-Thr,7.52173913,,,
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,1.968806922,,,
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.610096977,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,9.528375000000004,24.747085333883266
,,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,7.071099999999998,6.952828451788518
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.610096977,,,
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp,0.707317073,Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,11.002825000000005,10.693115335384396
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp,0.522463486,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,21.3861,10.497042277708502
,,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,-4.746500000000001,9.667472688695156
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp,1.668507825,Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,90.55595000000001,29.115224571519285
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp,2.52957265,Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,3.6040249999999983,6.820674275746738
"Neu5,9Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp",1.789467787,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",19.310375000000004,17.37932548870927
,,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",19.310375000000004,17.37932548870927
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-Sp,1.305686044,,,
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp,5.027586207,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,-0.9873999999999992,15.451721707089261
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp,2.371670579,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,8.324525000000001,8.901227676890034
Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.4399626230000002,,,
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,10.35483871,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,7.6243500000000015,8.354031020012638
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,1.3092544990000001,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.261723447,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.9703504040000002,,,
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.798393706,KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,4.531950000000002,4.362180287043008
Man(a1-6)[Man(a1-3)]Man(a1-S6,4.0352016310000005,Man(a1-6)[Man(a1-3)]Man(a1-Sp9,19585.467825,1776.5507911418626
Man(a1-S6,1.5937268980000001,Man(a1-Sp8,49.34452500000001,3.668598052276318
Man(b1-S0,1.210645575,Man(b1-Sp8,66.75882499999999,18.76372636842606
Man(b1-S0,1.210645575,,,
Man(b1-S0,1.210645575,,,
Galf(b1-S8,0.418517121,,,
Galf(b1-5)Galf(b1-S8,1.122222222,,,
Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.909702041,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.203703476,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.203703476,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.203703476,,0.0,0.0
