IUPAC (LiGA),total,IUPAC (CFG),Average RFU,StDev
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp,3.729402872,,,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp,2.775641026,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp0,15.137475000000002,10.914473769686133
,,Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-Sp8,17.939099999999996,8.49552497455804
Neu5Ac(a2-6)GalNAc(a1-Thr,6.617511521,,,
Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-Thr,10.69565217,,,
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,1.950667881,,,
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.7529948659999999,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,17.3238,13.620501481712529
,,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp8,15.553500000000003,19.536546215746526
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.7529948659999999,,,
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp,2.003613369,Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,35.6223,9.431360308036153
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp,1.258510579,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp0,8.53305,11.54077831069754
,,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-Sp8,43.095675000000014,28.79323980536343
Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp,1.6200518869999998,Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp0,20.240099999999998,24.79815839466043
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp,3.135726496,Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp0,13.0792,10.241862715671726
"Neu5,9Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp",1.670364146,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",27.688650000000003,32.38086423434889
,,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc(b1-Sp0",27.688650000000003,32.38086423434889
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-Sp,1.362889019,,,
Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp,5.795402299,Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp0,17.83125,12.43587953477092
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp,2.186447597,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp0,18.05385,6.598944428972457
Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.341379847,,,
Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,7.709677419,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp0,30.34265,21.03843425439894
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp,1.2517566409999998,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.220360721,,,
Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc(b1-Sp,1.8261455530000001,,,
KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp,1.951811178,KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp0,33.370675,13.97996157538234
Man(a1-6)[Man(a1-3)]Man(a1-S6,2.298253021,Man(a1-6)[Man(a1-3)]Man(a1-Sp9,29.684099999999994,3.291559030814052
Man(a1-S6,2.153201676,Man(a1-Sp8,22.409025,12.681117699260389
Man(b1-S0,1.056605387,Man(b1-Sp8,77.03159999999995,58.53968757677701
Man(b1-S0,1.056605387,,,
Man(b1-S0,1.056605387,,,
Galf(b1-S8,0.626393736,,,
Galf(b1-5)Galf(b1-S8,1.744444444,,,
Galf(b1-5)Galf(b1-5)Galf(b1-S8,2.45591288,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.992848629,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.992848629,,,
Galf(b1-5)Galf(b1-5)Galf(b1-5)Galf(b1-S8,1.992848629,,0.0,0.0
